"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Butler County, MO"	"29023"	19	2821	6.7	Suppressed	Suppressed
	"Callaway County, MO"	"29027"	21	2584	8.1	5.0	12.4
	"Camden County, MO"	"29029"	10	2044	4.9	Suppressed	Suppressed
	"Cape Girardeau County, MO"	"29031"	33	4577	7.2	5.0	10.1
	"Cass County, MO"	"29037"	31	5910	5.2	3.6	7.4
	"Christian County, MO"	"29043"	24	5022	4.8	3.1	7.1
	"Clay County, MO"	"29047"	74	15271	4.8	3.8	6.1
	"Cole County, MO"	"29051"	30	4615	6.5	4.4	9.3
	"Dunklin County, MO"	"29069"	24	2254	10.6	6.8	15.8
	"Franklin County, MO"	"29071"	38	6200	6.1	4.3	8.4
	"Greene County, MO"	"29077"	104	17828	5.8	4.7	7.0
	"Henry County, MO"	"29083"	11	1299	8.5	Suppressed	Suppressed
	"Howell County, MO"	"29091"	17	2584	6.6	Suppressed	Suppressed
	"Jackson County, MO"	"29095"	287	47718	6.0	5.3	6.7
	"Jasper County, MO"	"29097"	44	8469	5.2	3.8	7.0
	"Jefferson County, MO"	"29099"	67	13115	5.1	4.0	6.5
	"Johnson County, MO"	"29101"	17	3604	4.7	Suppressed	Suppressed
	"Laclede County, MO"	"29105"	25	2350	10.6	6.9	15.7
	"Lafayette County, MO"	"29107"	20	1870	10.7	6.5	16.5
	"Lawrence County, MO"	"29109"	13	2452	5.3	Suppressed	Suppressed
	"Lincoln County, MO"	"29113"	16	3615	4.4	Suppressed	Suppressed
	"McDonald County, MO"	"29119"	15	1559	9.6	Suppressed	Suppressed
	"Marion County, MO"	"29127"	13	1889	6.9	Suppressed	Suppressed
	"Mississippi County, MO"	"29133"	13	830	15.7	Suppressed	Suppressed
	"New Madrid County, MO"	"29143"	11	1152	9.5	Suppressed	Suppressed
	"Newton County, MO"	"29145"	19	3625	5.2	Suppressed	Suppressed
	"Oregon County, MO"	"29149"	10	656	15.2	Suppressed	Suppressed
	"Pemiscot County, MO"	"29155"	22	1412	15.6	9.8	23.6
	"Pettis County, MO"	"29159"	14	2922	4.8	Suppressed	Suppressed
	"Phelps County, MO"	"29161"	22	2669	8.2	5.2	12.5
	"Platte County, MO"	"29165"	37	5734	6.5	4.5	8.9
	"Polk County, MO"	"29167"	13	1916	6.8	Suppressed	Suppressed
	"Pulaski County, MO"	"29169"	36	4106	8.8	6.1	12.1
	"Ray County, MO"	"29177"	12	1233	9.7	Suppressed	Suppressed
	"St. Charles County, MO"	"29183"	105	22609	4.6	3.8	5.5
	"St. Francois County, MO"	"29187"	25	3697	6.8	4.4	10.0
	"St. Louis County, MO"	"29189"	392	58433	6.7	6.0	7.4
	"Saline County, MO"	"29195"	11	1490	7.4	Suppressed	Suppressed
	"Scott County, MO"	"29201"	26	2534	10.3	6.7	15.0
	"Stoddard County, MO"	"29207"	10	1826	5.5	Suppressed	Suppressed
	"Stone County, MO"	"29209"	11	1243	8.8	Suppressed	Suppressed
	"Taney County, MO"	"29213"	21	3156	6.7	4.1	10.2
	"Texas County, MO"	"29215"	15	1484	10.1	Suppressed	Suppressed
	"Vernon County, MO"	"29217"	11	1336	8.2	Suppressed	Suppressed
	"Warren County, MO"	"29219"	11	2036	5.4	Suppressed	Suppressed
	"Webster County, MO"	"29225"	21	2639	8.0	4.9	12.2
	"Wright County, MO"	"29229"	12	1198	10.0	Suppressed	Suppressed
	"St. Louis city, MO"	"29510"	226	23612	9.6	8.3	10.8
	"Big Horn County, MT"	"30003"	10	1392	7.2	Suppressed	Suppressed
	"Cascade County, MT"	"30013"	34	5882	5.8	4.0	8.1
	"Flathead County, MT"	"30029"	29	5577	5.2	3.5	7.5
	"Gallatin County, MT"	"30031"	19	5708	3.3	Suppressed	Suppressed
	"Glacier County, MT"	"30035"	13	1240	10.5	Suppressed	Suppressed
	"Lake County, MT"	"30047"	13	1828	7.1	Suppressed	Suppressed
	"Lewis and Clark County, MT"	"30049"	25	3775	6.6	4.3	9.8
	"Missoula County, MT"	"30063"	24	6184	3.9	2.5	5.8
	"Roosevelt County, MT"	"30085"	14	1197	11.7	Suppressed	Suppressed
	"Silver Bow County, MT"	"30093"	13	1972	6.6	Suppressed	Suppressed
	"Yellowstone County, MT"	"30111"	71	10063	7.1	5.5	8.9
	"Buffalo County, NE"	"31019"	22	3514	6.3	3.9	9.5
	"Dawson County, NE"	"31047"	14	1973	7.1	Suppressed	Suppressed
	"Dodge County, NE"	"31053"	12	2440	4.9	Suppressed	Suppressed
	"Douglas County, NE"	"31055"	240	42504	5.6	4.9	6.4
	"Hall County, NE"	"31079"	28	4758	5.9	3.9	8.5
	"Lancaster County, NE"	"31109"	106	20279	5.2	4.2	6.2
	"Lincoln County, NE"	"31111"	15	2133	7.0	Suppressed	Suppressed
	"Madison County, NE"	"31119"	13	2623	5.0	Suppressed	Suppressed
	"Platte County, NE"	"31141"	12	2441	4.9	Suppressed	Suppressed
	"Sarpy County, NE"	"31153"	57	12888	4.4	3.3	5.7
	"Scotts Bluff County, NE"	"31157"	19	2439	7.8	Suppressed	Suppressed
	"Churchill County, NV"	"32001"	11	1604	6.9	Suppressed	Suppressed
	"Clark County, NV"	"32003"	674	132459	5.1	4.7	5.5
	"Douglas County, NV"	"32005"	16	1851	8.6	Suppressed	Suppressed
	"Elko County, NV"	"32007"	23	3883	5.9	3.8	8.9
	"Humboldt County, NV"	"32013"	12	1302	9.2	Suppressed	Suppressed
	"Lyon County, NV"	"32019"	22	2805	7.8	4.9	11.9
	"Washoe County, NV"	"32031"	154	26773	5.8	4.8	6.7
	"Carson City, NV"	"32510"	16	2838	5.6	Suppressed	Suppressed
	"Belknap County, NH"	"33001"	14	2661	5.3	Suppressed	Suppressed
	"Cheshire County, NH"	"33005"	15	3391	4.4	Suppressed	Suppressed
	"Grafton County, NH"	"33009"	15	3808	3.9	Suppressed	Suppressed
	"Hillsborough County, NH"	"33011"	103	21405	4.8	3.9	5.7
	"Merrimack County, NH"	"33013"	37	6775	5.5	3.8	7.5
	"Rockingham County, NH"	"33015"	50	13038	3.8	2.8	5.1
	"Strafford County, NH"	"33017"	29	6187	4.7	3.1	6.7
	"Sullivan County, NH"	"33019"	12	1976	6.1	Suppressed	Suppressed
	"Atlantic County, NJ"	"34001"	131	16002	8.2	6.8	9.6
	"Bergen County, NJ"	"34003"	154	46475	3.3	2.8	3.8
	"Burlington County, NJ"	"34005"	114	22608	5.0	4.1	6.0
	"Camden County, NJ"	"34007"	256	31799	8.1	7.1	9.0
	"Cape May County, NJ"	"34009"	25	4565	5.5	3.5	8.1
	"Cumberland County, NJ"	"34011"	76	10358	7.3	5.8	9.2
	"Essex County, NJ"	"34013"	319	51928	6.1	5.5	6.8
	"Gloucester County, NJ"	"34015"	75	15263	4.9	3.9	6.2
	"Hudson County, NJ"	"34017"	185	51479	3.6	3.1	4.1
	"Hunterdon County, NJ"	"34019"	10	4557	2.2	Suppressed	Suppressed
	"Mercer County, NJ"	"34021"	146	21146	6.9	5.8	8.0
	"Middlesex County, NJ"	"34023"	179	47895	3.7	3.2	4.3
	"Monmouth County, NJ"	"34025"	96	30290	3.2	2.6	3.9
	"Morris County, NJ"	"34027"	68	23228	2.9	2.3	3.7
	"Ocean County, NJ"	"34029"	120	41093	2.9	2.4	3.4
	"Passaic County, NJ"	"34031"	144	34830	4.1	3.5	4.8
	"Salem County, NJ"	"34033"	20	3497	5.7	3.5	8.8
	"Somerset County, NJ"	"34035"	64	16732	3.8	2.9	4.9
	"Sussex County, NJ"	"34037"	21	6297	3.3	2.1	5.1
	"Union County, NJ"	"34039"	166	34073	4.9	4.1	5.6
	"Warren County, NJ"	"34041"	29	5005	5.8	3.9	8.3
	"Bernalillo County, NM"	"35001"	235	40965	5.7	5.0	6.5
	"Chaves County, NM"	"35005"	23	4654	4.9	3.1	7.4
	"Curry County, NM"	"35009"	28	4598	6.1	4.0	8.8
	"Dona Ana County, NM"	"35013"	71	14921	4.8	3.7	6.0
	"Eddy County, NM"	"35015"	25	4249	5.9	3.8	8.7
	"Lea County, NM"	"35025"	41	5815	7.1	5.1	9.6
	"McKinley County, NM"	"35031"	37	5879	6.3	4.4	8.7
	"Otero County, NM"	"35035"	21	4769	4.4	2.7	6.7
	"Rio Arriba County, NM"	"35039"	14	2812	5.0	Suppressed	Suppressed
	"Sandoval County, NM"	"35043"	42	7241	5.8	4.2	7.8
	"San Juan County, NM"	"35045"	57	9352	6.1	4.6	7.9
	"Santa Fe County, NM"	"35049"	39	6621	5.9	4.2	8.1
	"Valencia County, NM"	"35061"	27	4290	6.3	4.1	9.2
	"Albany County, NY"	"36001"	123	15452	8.0	6.6	9.4
	"Allegany County, NY"	"36003"	14	2469	5.7	Suppressed	Suppressed
	"Bronx County, NY"	"36005"	577	107791	5.4	4.9	5.8
	"Broome County, NY"	"36007"	62	10304	6.0	4.6	7.7
	"Cattaraugus County, NY"	"36009"	28	4502	6.2	4.1	9.0
	"Cayuga County, NY"	"36011"	21	3821	5.5	3.4	8.4
	"Chautauqua County, NY"	"36013"	48	7110	6.8	5.0	9.0
	"Chemung County, NY"	"36015"	32	4971	6.4	4.4	9.1
	"Chenango County, NY"	"36017"	13	2612	5.0	Suppressed	Suppressed
	"Clinton County, NY"	"36019"	26	3836	6.8	4.4	9.9
	"Columbia County, NY"	"36021"	17	2565	6.6	Suppressed	Suppressed
	"Cortland County, NY"	"36023"	14	2353	5.9	Suppressed	Suppressed
	"Delaware County, NY"	"36025"	10	1934	5.2	Suppressed	Suppressed
	"Dutchess County, NY"	"36027"	65	13309	4.9	3.8	6.2
	"Erie County, NY"	"36029"	392	49881	7.9	7.1	8.6
	"Franklin County, NY"	"36033"	13	2517	5.2	Suppressed	Suppressed
	"Fulton County, NY"	"36035"	14	2654	5.3	Suppressed	Suppressed
	"Genesee County, NY"	"36037"	16	2982	5.4	Suppressed	Suppressed
	"Greene County, NY"	"36039"	10	2061	4.9	Suppressed	Suppressed
	"Herkimer County, NY"	"36043"	28	3239	8.6	5.7	12.5
	"Jefferson County, NY"	"36045"	80	10829	7.4	5.9	9.2
	"Kings County, NY"	"36047"	841	209159	4.0	3.7	4.3
	"Madison County, NY"	"36053"	20	3383	5.9	3.6	9.1
	"Monroe County, NY"	"36055"	284	41675	6.8	6.0	7.6
	"Montgomery County, NY"	"36057"	14	3011	4.6	Suppressed	Suppressed
	"Nassau County, NY"	"36059"	255	70631	3.6	3.2	4.1
	"New York County, NY"	"36061"	331	94442	3.5	3.1	3.9
	"Niagara County, NY"	"36063"	67	10766	6.2	4.8	7.9
	"Oneida County, NY"	"36065"	91	12897	7.1	5.7	8.7
	"Onondaga County, NY"	"36067"	159	26550	6.0	5.1	6.9
	"Ontario County, NY"	"36069"	22	5204	4.2	2.6	6.4
	"Orange County, NY"	"36071"	131	24778	5.3	4.4	6.2
	"Orleans County, NY"	"36073"	16	2071	7.7	Suppressed	Suppressed
	"Oswego County, NY"	"36075"	38	6492	5.9	4.1	8.0
	"Otsego County, NY"	"36077"	16	2643	6.1	Suppressed	Suppressed
	"Putnam County, NY"	"36079"	14	4160	3.4	Suppressed	Suppressed
	"Queens County, NY"	"36081"	650	152024	4.3	3.9	4.6
	"Rensselaer County, NY"	"36083"	52	8410	6.2	4.6	8.1
	"Richmond County, NY"	"36085"	123	27045	4.5	3.7	5.4
	"Rockland County, NY"	"36087"	98	25744	3.8	3.1	4.6
	"St. Lawrence County, NY"	"36089"	44	5995	7.3	5.3	9.9
	"Saratoga County, NY"	"36091"	40	11041	3.6	2.6	4.9
	"Schenectady County, NY"	"36093"	77	9210	8.4	6.6	10.4
	"Steuben County, NY"	"36101"	36	5425	6.6	4.6	9.2
	"Suffolk County, NY"	"36103"	335	78742	4.3	3.8	4.7
	"Sullivan County, NY"	"36105"	19	4199	4.5	Suppressed	Suppressed
	"Tioga County, NY"	"36107"	16	2600	6.2	Suppressed	Suppressed
	"Tompkins County, NY"	"36109"	12	4397	2.7	Suppressed	Suppressed
	"Ulster County, NY"	"36111"	45	7866	5.7	4.2	7.7
	"Warren County, NY"	"36113"	17	2908	5.8	Suppressed	Suppressed
	"Washington County, NY"	"36115"	14	3023	4.6	Suppressed	Suppressed
	"Wayne County, NY"	"36117"	24	4964	4.8	3.1	7.2
	"Westchester County, NY"	"36119"	229	53114	4.3	3.8	4.9
	"Wyoming County, NY"	"36121"	11	1875	5.9	Suppressed	Suppressed
	"Alamance County, NC"	"37001"	78	8766	8.9	7.0	11.1
	"Anson County, NC"	"37007"	16	1256	12.7	Suppressed	Suppressed
	"Beaufort County, NC"	"37013"	27	2422	11.1	7.3	16.2
	"Bertie County, NC"	"37015"	11	900	12.2	Suppressed	Suppressed
	"Bladen County, NC"	"37017"	17	1789	9.5	Suppressed	Suppressed
	"Brunswick County, NC"	"37019"	32	5229	6.1	4.2	8.6
	"Buncombe County, NC"	"37021"	82	13022	6.3	5.0	7.8
	"Burke County, NC"	"37023"	30	4347	6.9	4.7	9.9
	"Cabarrus County, NC"	"37025"	64	11674	5.5	4.2	7.0
	"Caldwell County, NC"	"37027"	34	4008	8.5	5.9	11.9
	"Carteret County, NC"	"37031"	23	3087	7.5	4.7	11.2
	"Catawba County, NC"	"37035"	55	8832	6.2	4.7	8.1
	"Chatham County, NC"	"37037"	29	3134	9.3	6.2	13.3
	"Cherokee County, NC"	"37039"	11	1100	10.0	Suppressed	Suppressed
	"Cleveland County, NC"	"37045"	49	5374	9.1	6.7	12.1
	"Columbus County, NC"	"37047"	29	3134	9.3	6.2	13.3
	"Craven County, NC"	"37049"	54	7725	7.0	5.3	9.1
	"Cumberland County, NC"	"37051"	250	28412	8.8	7.7	9.9
	"Davidson County, NC"	"37057"	62	8644	7.2	5.5	9.2
	"Davie County, NC"	"37059"	12	1904	6.3	Suppressed	Suppressed
	"Duplin County, NC"	"37061"	30	3819	7.9	5.3	11.2
	"Durham County, NC"	"37063"	151	21480	7.0	5.9	8.2
	"Edgecombe County, NC"	"37065"	28	3202	8.7	5.8	12.6
	"Forsyth County, NC"	"37067"	190	22618	8.4	7.2	9.6
	"Franklin County, NC"	"37069"	30	3391	8.8	6.0	12.6
	"Gaston County, NC"	"37071"	96	12585	7.6	6.2	9.3
	"Granville County, NC"	"37077"	23	2773	8.3	5.3	12.4
	"Guilford County, NC"	"37081"	241	30569	7.9	6.9	8.9
	"Halifax County, NC"	"37083"	33	2888	11.4	7.9	16.0
	"Harnett County, NC"	"37085"	76	9178	8.3	6.5	10.4
	"Haywood County, NC"	"37087"	17	2824	6.0	Suppressed	Suppressed
	"Henderson County, NC"	"37089"	27	5345	5.1	3.3	7.3
	"Hertford County, NC"	"37091"	21	1180	17.8	11.0	27.2
	"Hoke County, NC"	"37093"	31	4742	6.5	4.4	9.3
	"Iredell County, NC"	"37097"	64	8932	7.2	5.5	9.1
	"Jackson County, NC"	"37099"	15	1923	7.8	Suppressed	Suppressed
	"Johnston County, NC"	"37101"	72	11215	6.4	5.0	8.1
	"Lee County, NC"	"37105"	35	3943	8.9	6.2	12.3
	"Lenoir County, NC"	"37107"	23	3286	7.0	4.4	10.5
	"Lincoln County, NC"	"37109"	23	3900	5.9	3.7	8.8
	"McDowell County, NC"	"37111"	16	2301	7.0	Suppressed	Suppressed
	"Macon County, NC"	"37113"	12	1694	7.1	Suppressed	Suppressed
	"Mecklenburg County, NC"	"37119"	424	70705	6.0	5.4	6.6
	"Montgomery County, NC"	"37123"	18	1611	11.2	Suppressed	Suppressed
	"Moore County, NC"	"37125"	25	5000	5.0	3.2	7.4
	"Nash County, NC"	"37127"	43	5400	8.0	5.8	10.7
	"New Hanover County, NC"	"37129"	41	11323	3.6	2.6	4.9
	"Onslow County, NC"	"37133"	155	21660	7.2	6.0	8.3
	"Orange County, NC"	"37135"	31	6209	5.0	3.4	7.1
	"Pasquotank County, NC"	"37139"	16	2476	6.5	Suppressed	Suppressed
	"Pender County, NC"	"37141"	21	3030	6.9	4.3	10.6
	"Person County, NC"	"37145"	17	2046	8.3	Suppressed	Suppressed
	"Pitt County, NC"	"37147"	116	10711	10.8	8.9	12.8
	"Randolph County, NC"	"37151"	51	7959	6.4	4.8	8.4
	"Richmond County, NC"	"37153"	27	2719	9.9	6.5	14.4
	"Robeson County, NC"	"37155"	108	9243	11.7	9.5	13.9
	"Rockingham County, NC"	"37157"	46	4659	9.9	7.2	13.2
	"Rowan County, NC"	"37159"	54	7788	6.9	5.2	9.0
	"Rutherford County, NC"	"37161"	25	3392	7.4	4.8	10.9
	"Sampson County, NC"	"37163"	32	4224	7.6	5.2	10.7
	"Scotland County, NC"	"37165"	25	2242	11.2	7.2	16.5
	"Stanly County, NC"	"37167"	22	3302	6.7	4.2	10.1
	"Stokes County, NC"	"37169"	13	1995	6.5	Suppressed	Suppressed
	"Surry County, NC"	"37171"	24	3793	6.3	4.1	9.4
	"Swain County, NC"	"37173"	11	1015	10.8	Suppressed	Suppressed
	"Union County, NC"	"37179"	63	11788	5.3	4.1	6.8
	"Vance County, NC"	"37181"	22	2830	7.8	4.9	11.8
	"Wake County, NC"	"37183"	374	62716	6.0	5.4	6.6
	"Wayne County, NC"	"37191"	65	8575	7.6	5.9	9.7
	"Wilkes County, NC"	"37193"	32	3421	9.4	6.4	13.2
	"Wilson County, NC"	"37195"	45	4768	9.4	6.9	12.6
	"Yadkin County, NC"	"37197"	14	1940	7.2	Suppressed	Suppressed
	"Benson County, ND"	"38005"	11	759	14.5	Suppressed	Suppressed
	"Burleigh County, ND"	"38015"	25	6328	4.0	2.6	5.8
	"Cass County, ND"	"38017"	60	12228	4.9	3.7	6.3
	"Grand Forks County, ND"	"38035"	26	4967	5.2	3.4	7.7
	"Morton County, ND"	"38059"	14	2230	6.3	Suppressed	Suppressed
	"Rolette County, ND"	"38079"	18	1477	12.2	Suppressed	Suppressed
	"Sioux County, ND"	"38085"	15	498	30.1	Suppressed	Suppressed
	"Stark County, ND"	"38089"	20	2312	8.7	5.3	13.4
	"Stutsman County, ND"	"38093"	10	1168	8.6	Suppressed	Suppressed
	"Ward County, ND"	"38101"	37	5949	6.2	4.4	8.6
	"Williams County, ND"	"38105"	13	2798	4.6	Suppressed	Suppressed
	"Adams County, OH"	"39001"	19	1665	11.4	Suppressed	Suppressed
	"Allen County, OH"	"39003"	41	6395	6.4	4.6	8.7
	"Ashland County, OH"	"39005"	14	3079	4.5	Suppressed	Suppressed
	"Ashtabula County, OH"	"39007"	43	5532	7.8	5.6	10.5
	"Athens County, OH"	"39009"	21	2702	7.8	4.8	11.9
	"Auglaize County, OH"	"39011"	12	2684	4.5	Suppressed	Suppressed
	"Belmont County, OH"	"39013"	27	3550	7.6	5.0	11.1
	"Brown County, OH"	"39015"	23	2502	9.2	5.8	13.8
	"Butler County, OH"	"39017"	187	22714	8.2	7.1	9.4
	"Champaign County, OH"	"39021"	15	2028	7.4	Suppressed	Suppressed
	"Clark County, OH"	"39023"	39	7985	4.9	3.5	6.7
	"Clermont County, OH"	"39025"	80	11557	6.9	5.5	8.6
	"Clinton County, OH"	"39027"	21	2567	8.2	5.1	12.5
	"Columbiana County, OH"	"39029"	25	5471	4.6	3.0	6.7
	"Coshocton County, OH"	"39031"	13	2308	5.6	Suppressed	Suppressed
	"Crawford County, OH"	"39033"	12	2377	5.0	Suppressed	Suppressed
	"Cuyahoga County, OH"	"39035"	692	74642	9.3	8.6	10.0
	"Darke County, OH"	"39037"	20	3107	6.4	3.9	9.9
	"Defiance County, OH"	"39039"	17	2175	7.8	Suppressed	Suppressed
	"Delaware County, OH"	"39041"	45	10773	4.2	3.0	5.6
	"Erie County, OH"	"39043"	35	3940	8.9	6.2	12.4
	"Fairfield County, OH"	"39045"	44	8335	5.3	3.8	7.1
	"Fayette County, OH"	"39047"	12	1795	6.7	Suppressed	Suppressed
	"Franklin County, OH"	"39049"	783	93193	8.4	7.8	9.0
	"Fulton County, OH"	"39051"	18	2484	7.2	Suppressed	Suppressed
	"Gallia County, OH"	"39053"	19	1886	10.1	Suppressed	Suppressed
	"Geauga County, OH"	"39055"	21	4538	4.6	2.9	7.1
	"Greene County, OH"	"39057"	48	9057	5.3	3.9	7.0
	"Guernsey County, OH"	"39059"	16	2309	6.9	Suppressed	Suppressed
	"Hamilton County, OH"	"39061"	510	54919	9.3	8.5	10.1
	"Hancock County, OH"	"39063"	28	4598	6.1	4.0	8.8
	"Hardin County, OH"	"39065"	12	1867	6.4	Suppressed	Suppressed
	"Highland County, OH"	"39071"	27	2697	10.0	6.6	14.6
	"Hocking County, OH"	"39073"	11	1573	7.0	Suppressed	Suppressed
	"Holmes County, OH"	"39075"	25	4007	6.2	4.0	9.2
	"Huron County, OH"	"39077"	24	3665	6.5	4.2	9.7
	"Jackson County, OH"	"39079"	20	2130	9.4	5.7	14.5
	"Jefferson County, OH"	"39081"	35	3324	10.5	7.3	14.6
	"Knox County, OH"	"39083"	31	3627	8.5	5.8	12.1
	"Lake County, OH"	"39085"	44	11354	3.9	2.8	5.2
	"Lawrence County, OH"	"39087"	32	3515	9.1	6.2	12.9
	"Licking County, OH"	"39089"	69	9735	7.1	5.5	9.0
	"Logan County, OH"	"39091"	20	2757	7.3	4.4	11.2
	"Lorain County, OH"	"39093"	96	16985	5.7	4.6	6.9
	"Lucas County, OH"	"39095"	219	28256	7.8	6.7	8.8
	"Madison County, OH"	"39097"	18	2108	8.5	Suppressed	Suppressed
	"Mahoning County, OH"	"39099"	105	11913	8.8	7.1	10.5
	"Marion County, OH"	"39101"	25	3779	6.6	4.3	9.8
	"Medina County, OH"	"39103"	41	8811	4.7	3.3	6.3
	"Mercer County, OH"	"39107"	14	2787	5.0	Suppressed	Suppressed
	"Miami County, OH"	"39109"	24	5828	4.1	2.6	6.1
	"Montgomery County, OH"	"39113"	263	33344	7.9	6.9	8.8
	"Muskingum County, OH"	"39119"	33	5165	6.4	4.4	9.0
	"Pickaway County, OH"	"39129"	25	3021	8.3	5.4	12.2
	"Pike County, OH"	"39131"	22	1748	12.6	7.9	19.1
	"Portage County, OH"	"39133"	36	7226	5.0	3.5	6.9
	"Preble County, OH"	"39135"	13	2209	5.9	Suppressed	Suppressed
	"Putnam County, OH"	"39137"	14	2234	6.3	Suppressed	Suppressed
	"Richland County, OH"	"39139"	42	7038	6.0	4.3	8.1
	"Ross County, OH"	"39141"	31	4258	7.3	4.9	10.3
	"Sandusky County, OH"	"39143"	17	3356	5.1	Suppressed	Suppressed
	"Scioto County, OH"	"39145"	23	4492	5.1	3.2	7.7
	"Seneca County, OH"	"39147"	25	2916	8.6	5.5	12.7
	"Shelby County, OH"	"39149"	17	3095	5.5	Suppressed	Suppressed
	"Stark County, OH"	"39151"	157	20853	7.5	6.4	8.7
	"Summit County, OH"	"39153"	223	30718	7.3	6.3	8.2
	"Trumbull County, OH"	"39155"	78	10515	7.4	5.9	9.3
	"Tuscarawas County, OH"	"39157"	25	5563	4.5	2.9	6.6
	"Union County, OH"	"39159"	16	3088	5.2	Suppressed	Suppressed
	"Warren County, OH"	"39165"	66	11964	5.5	4.3	7.0
	"Wayne County, OH"	"39169"	44	7733	5.7	4.1	7.6
	"Wood County, OH"	"39173"	38	6867	5.5	3.9	7.6
	"Adair County, OK"	"40001"	20	1618	12.4	7.6	19.1
	"Beckham County, OK"	"40009"	22	1842	11.9	7.5	18.1
	"Bryan County, OK"	"40013"	16	2986	5.4	Suppressed	Suppressed
	"Caddo County, OK"	"40015"	22	2031	10.8	6.8	16.4
	"Canadian County, OK"	"40017"	52	8380	6.2	4.6	8.1
	"Carter County, OK"	"40019"	27	3342	8.1	5.3	11.8
	"Cherokee County, OK"	"40021"	26	3065	8.5	5.5	12.4
	"Cleveland County, OK"	"40027"	86	15022	5.7	4.6	7.1
	"Comanche County, OK"	"40031"	86	9673	8.9	7.1	11.0
	"Creek County, OK"	"40037"	37	4287	8.6	6.1	11.9
	"Custer County, OK"	"40039"	12	2308	5.2	Suppressed	Suppressed
	"Delaware County, OK"	"40041"	10	2092	4.8	Suppressed	Suppressed
	"Garfield County, OK"	"40047"	34	4819	7.1	4.9	9.9
	"Garvin County, OK"	"40049"	16	1889	8.5	Suppressed	Suppressed
	"Grady County, OK"	"40051"	20	3033	6.6	4.0	10.2
	"Haskell County, OK"	"40061"	11	839	13.1	Suppressed	Suppressed
	"Jackson County, OK"	"40065"	20	2137	9.4	5.7	14.5
	"Kay County, OK"	"40071"	26	3151	8.3	5.4	12.1
	"Le Flore County, OK"	"40079"	13	3288	4.0	Suppressed	Suppressed
	"Lincoln County, OK"	"40081"	15	2015	7.4	Suppressed	Suppressed
	"Logan County, OK"	"40083"	14	2455	5.7	Suppressed	Suppressed
	"McClain County, OK"	"40087"	23	2090	11.0	7.0	16.5
	"McCurtain County, OK"	"40089"	23	2368	9.7	6.2	14.6
	"McIntosh County, OK"	"40091"	11	1054	10.4	Suppressed	Suppressed
	"Mayes County, OK"	"40097"	21	2496	8.4	5.2	12.9
	"Muskogee County, OK"	"40101"	36	4708	7.6	5.4	10.6
	"Oklahoma County, OK"	"40109"	448	61276	7.3	6.6	8.0
	"Okmulgee County, OK"	"40111"	20	2510	8.0	4.9	12.3
	"Osage County, OK"	"40113"	16	2201	7.3	Suppressed	Suppressed
	"Ottawa County, OK"	"40115"	19	2294	8.3	Suppressed	Suppressed
	"Payne County, OK"	"40119"	26	4589	5.7	3.7	8.3
	"Pittsburg County, OK"	"40121"	20	2673	7.5	4.6	11.6
	"Pontotoc County, OK"	"40123"	17	2684	6.3	Suppressed	Suppressed
	"Pottawatomie County, OK"	"40125"	45	4537	9.9	7.2	13.3
	"Rogers County, OK"	"40131"	36	5001	7.2	5.0	10.0
	"Seminole County, OK"	"40133"	22	1692	13.0	8.1	19.7
	"Sequoyah County, OK"	"40135"	15	2596	5.8	Suppressed	Suppressed
	"Stephens County, OK"	"40137"	26	2725	9.5	6.2	14.0
	"Texas County, OK"	"40139"	18	1901	9.5	Suppressed	Suppressed
	"Tulsa County, OK"	"40143"	342	46844	7.3	6.5	8.1
	"Wagoner County, OK"	"40145"	34	4366	7.8	5.4	10.9
	"Washington County, OK"	"40147"	19	3185	6.0	Suppressed	Suppressed
	"Washita County, OK"	"40149"	10	767	13.0	Suppressed	Suppressed
	"Woodward County, OK"	"40153"	10	1602	6.2	Suppressed	Suppressed
	"Benton County, OR"	"41003"	17	3643	4.7	Suppressed	Suppressed
	"Clackamas County, OR"	"41005"	92	19968	4.6	3.7	5.7
	"Clatsop County, OR"	"41007"	14	2100	6.7	Suppressed	Suppressed
	"Columbia County, OR"	"41009"	13	2459	5.3	Suppressed	Suppressed
	"Coos County, OR"	"41011"	12	3067	3.9	Suppressed	Suppressed
	"Deschutes County, OR"	"41017"	38	8647	4.4	3.1	6.0
	"Douglas County, OR"	"41019"	36	5447	6.6	4.6	9.1
	"Jackson County, OR"	"41029"	49	11631	4.2	3.1	5.6
	"Jefferson County, OR"	"41031"	11	1453	7.6	Suppressed	Suppressed
	"Josephine County, OR"	"41033"	33	4176	7.9	5.4	11.1
	"Klamath County, OR"	"41035"	27	3969	6.8	4.5	9.9
	"Lane County, OR"	"41039"	90	17768	5.1	4.1	6.2
	"Lincoln County, OR"	"41041"	10	2162	4.6	Suppressed	Suppressed
	"Linn County, OR"	"41043"	32	7264	4.4	3.0	6.2
	"Malheur County, OR"	"41045"	12	2113	5.7	Suppressed	Suppressed
	"Marion County, OR"	"41047"	118	21908	5.4	4.4	6.4
	"Multnomah County, OR"	"41051"	219	47256	4.6	4.0	5.2
	"Polk County, OR"	"41053"	23	4215	5.5	3.5	8.2
	"Tillamook County, OR"	"41057"	14	1244	11.3	Suppressed	Suppressed
